R00000039	R00000039	100.00	4411532	0	0	1	4411532	1	4411532	0.0	8.147e+06
R00000039	R00000039	99.96	2441	1	0	3710382	3712822	889021	891461	0.0	4503
R00000039	R00000039	99.96	2441	1	0	889021	891461	3710382	3712822	0.0	4503
R00000039	R00000039	88.15	2574	174	82	3933905	3936415	3933301	3935806	0.0	2942
R00000039	R00000039	88.15	2574	174	82	3933301	3935806	3933905	3936415	0.0	2942
R00000039	R00000039	99.94	1550	1	0	606511	608060	400152	401701	0.0	2857
R00000039	R00000039	99.94	1550	1	0	400152	401701	606511	608060	0.0	2857
R00000039	R00000039	100.00	1451	0	0	4252882	4254332	1469616	1468166	0.0	2680
R00000039	R00000039	100.00	1451	0	0	1468166	1469616	4254332	4252882	0.0	2680
R00000039	R00000039	100.00	1436	0	0	3381312	3382747	1170733	1169298	0.0	2652
R00000039	R00000039	100.00	1436	0	0	1169298	1170733	3382747	3381312	0.0	2652
R00000039	R00000039	100.00	1436	0	0	3481325	3482760	3382748	3381313	0.0	2652
R00000039	R00000039	100.00	1436	0	0	3381313	3382748	3482760	3481325	0.0	2652
R00000039	R00000039	100.00	1435	0	0	3481326	3482760	1169298	1170732	0.0	2651
R00000039	R00000039	100.00	1435	0	0	2828494	2829928	1341296	1342730	0.0	2651
R00000039	R00000039	100.00	1435	0	0	1341296	1342730	2828494	2829928	0.0	2651
R00000039	R00000039	100.00	1435	0	0	1169298	1170732	3481326	3482760	0.0	2651
R00000039	R00000039	99.72	1445	2	2	3381313	3382757	2828494	2829936	0.0	2645
R00000039	R00000039	99.72	1445	2	2	2828494	2829936	3381313	3382757	0.0	2645
R00000039	R00000039	99.86	1436	2	0	3481325	3482760	2829929	2828494	0.0	2641
R00000039	R00000039	99.86	1436	2	0	2828494	2829929	3482760	3481325	0.0	2641
R00000039	R00000039	99.86	1435	2	0	2828494	2829928	1170732	1169298	0.0	2639
R00000039	R00000039	99.86	1435	2	0	1341296	1342730	1170732	1169298	0.0	2639
R00000039	R00000039	99.86	1435	2	0	3481326	3482760	1342730	1341296	0.0	2639
R00000039	R00000039	99.86	1435	2	0	1169298	1170732	1342730	1341296	0.0	2639
R00000039	R00000039	99.86	1435	2	0	3381313	3382747	1341296	1342730	0.0	2639
R00000039	R00000039	99.86	1435	2	0	1169298	1170732	2829928	2828494	0.0	2639
R00000039	R00000039	99.86	1435	2	0	1341296	1342730	3381313	3382747	0.0	2639
R00000039	R00000039	99.86	1435	2	0	1341296	1342730	3482760	3481326	0.0	2639
R00000039	R00000039	89.82	2043	135	56	3945778	3947785	3930989	3932993	0.0	2553
R00000039	R00000039	89.82	2043	135	57	3930989	3932993	3945778	3947785	0.0	2553
R00000039	R00000039	86.57	2367	227	83	2300913	2303229	2294817	2297142	0.0	2525
R00000039	R00000039	86.57	2367	227	83	2294817	2297142	2300913	2303229	0.0	2525
R00000039	R00000039	100.00	1362	0	0	3795055	3796416	3554070	3552709	0.0	2516
R00000039	R00000039	100.00	1362	0	0	3552709	3554070	3796416	3795055	0.0	2516
R00000039	R00000039	100.00	1361	0	0	3551227	3552587	2365411	2366771	0.0	2514
R00000039	R00000039	100.00	1361	0	0	3120521	3121881	2430114	2431474	0.0	2514
R00000039	R00000039	99.93	1364	1	0	2784614	2785977	2551369	2550006	0.0	2514
R00000039	R00000039	99.93	1364	1	0	2550006	2551369	2785977	2784614	0.0	2514
R00000039	R00000039	100.00	1361	0	0	2430114	2431474	3120521	3121881	0.0	2514
R00000039	R00000039	100.00	1361	0	0	2365411	2366771	3551227	3552587	0.0	2514
R00000039	R00000039	100.00	1359	0	0	1996100	1997458	1543307	1541949	0.0	2510
R00000039	R00000039	100.00	1359	0	0	1541949	1543307	1997458	1996100	0.0	2510
R00000039	R00000039	99.93	1363	0	1	3890778	3892140	2635576	2636937	0.0	2510
R00000039	R00000039	100.00	1359	0	0	3890777	3892135	3710380	3711738	0.0	2510
R00000039	R00000039	100.00	1359	0	0	3710380	3711738	3890777	3892135	0.0	2510
R00000039	R00000039	99.93	1363	0	1	2635576	2636937	3890778	3892140	0.0	2510
R00000039	R00000039	99.85	1365	0	1	3120518	3121880	1997463	1996099	0.0	2508
R00000039	R00000039	99.93	1361	1	0	3120522	3121882	2551370	2550010	0.0	2508
R00000039	R00000039	99.85	1365	0	1	1996099	1997463	3121880	3120518	0.0	2508
R00000039	R00000039	99.93	1361	1	0	2550010	2551370	3121882	3120522	0.0	2508
R00000039	R00000039	100.00	1357	0	0	3890779	3892135	889021	890377	0.0	2507
R00000039	R00000039	99.93	1361	0	1	3890774	3892134	1543310	1541951	0.0	2507
R00000039	R00000039	100.00	1357	0	0	3710381	3711737	1543307	1541951	0.0	2507
R00000039	R00000039	99.78	1367	1	2	2365404	2366768	1543318	1541952	0.0	2507
R00000039	R00000039	100.00	1357	0	0	2784613	2785969	1987701	1989057	0.0	2507
R00000039	R00000039	100.00	1357	0	0	2430116	2431472	1987702	1989058	0.0	2507
R00000039	R00000039	100.00	1357	0	0	3120523	3121879	1987702	1989058	0.0	2507
R00000039	R00000039	100.00	1357	0	0	2635575	2636931	1989059	1987703	0.0	2507
R00000039	R00000039	100.00	1357	0	0	2430117	2431473	1997455	1996099	0.0	2507
R00000039	R00000039	100.00	1357	0	0	3710381	3711737	1996100	1997456	0.0	2507
R00000039	R00000039	100.00	1357	0	0	3890778	3892134	1996100	1997456	0.0	2507
R00000039	R00000039	99.78	1367	1	2	1541952	1543318	2366768	2365404	0.0	2507
R00000039	R00000039	99.64	1374	2	3	2784597	2785969	2430100	2431471	0.0	2507
R00000039	R00000039	100.00	1357	0	0	2550014	2551370	2431471	2430115	0.0	2507
R00000039	R00000039	100.00	1357	0	0	1987702	1989058	2430116	2431472	0.0	2507
R00000039	R00000039	100.00	1357	0	0	1996099	1997455	2431473	2430117	0.0	2507
R00000039	R00000039	100.00	1357	0	0	2972107	2973463	2550012	2551368	0.0	2507
R00000039	R00000039	100.00	1357	0	0	2430115	2431471	2551370	2550014	0.0	2507
R00000039	R00000039	100.00	1357	0	0	1987703	1989059	2636931	2635575	0.0	2507
R00000039	R00000039	99.64	1374	2	3	2430100	2431471	2784597	2785969	0.0	2507
R00000039	R00000039	99.71	1369	4	0	3795044	3796412	2784601	2785969	0.0	2507
R00000039	R00000039	100.00	1357	0	0	1987701	1989057	2784613	2785969	0.0	2507
R00000039	R00000039	100.00	1357	0	0	2550012	2551368	2972107	2973463	0.0	2507
R00000039	R00000039	100.00	1357	0	0	1987702	1989058	3120523	3121879	0.0	2507
R00000039	R00000039	100.00	1357	0	0	1996100	1997456	3710381	3711737	0.0	2507
R00000039	R00000039	100.00	1357	0	0	1541951	1543307	3711737	3710381	0.0	2507
R00000039	R00000039	99.71	1369	4	0	2784601	2785969	3795044	3796412	0.0	2507
R00000039	R00000039	99.93	1361	0	1	1541951	1543310	3892134	3890774	0.0	2507
R00000039	R00000039	100.00	1357	0	0	1996100	1997456	3890778	3892134	0.0	2507
R00000039	R00000039	100.00	1357	0	0	889021	890377	3890779	3892135	0.0	2507
R00000039	R00000039	100.00	1356	0	0	2784615	2785970	890375	889020	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2550013	2551368	889020	890375	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2972108	2973463	889020	890375	0.0	2505
R00000039	R00000039	100.00	1356	0	0	1996101	1997456	889021	890376	0.0	2505
R00000039	R00000039	100.00	1356	0	0	1541951	1543306	890376	889021	0.0	2505
R00000039	R00000039	100.00	1356	0	0	889021	890376	1543306	1541951	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2635576	2636931	1543307	1541952	0.0	2505
R00000039	R00000039	100.00	1356	0	0	1987703	1989058	1541952	1543307	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2430117	2431472	1541952	1543307	0.0	2505
R00000039	R00000039	100.00	1356	0	0	3120524	3121879	1541952	1543307	0.0	2505
R00000039	R00000039	99.93	1359	1	0	3795054	3796412	1987699	1989057	0.0	2505
R00000039	R00000039	100.00	1356	0	0	3551230	3552585	1989057	1987702	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2550014	2551369	1989057	1987702	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2365414	2366769	1989057	1987702	0.0	2505
R00000039	R00000039	100.00	1356	0	0	3890778	3892133	1989058	1987703	0.0	2505
R00000039	R00000039	100.00	1356	0	0	3710381	3711736	1989058	1987703	0.0	2505
R00000039	R00000039	100.00	1356	0	0	1541952	1543307	1987703	1989058	0.0	2505
R00000039	R00000039	100.00	1356	0	0	1996100	1997455	1989058	1987703	0.0	2505
R00000039	R00000039	100.00	1356	0	0	1987703	1989058	1997455	1996100	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2635576	2636931	1996100	1997455	0.0	2505
R00000039	R00000039	100.00	1356	0	0	889021	890376	1996101	1997456	0.0	2505
R00000039	R00000039	100.00	1356	0	0	3120523	3121878	2366769	2365414	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2784614	2785969	2366769	2365414	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2430116	2431471	2366769	2365414	0.0	2505
R00000039	R00000039	100.00	1356	0	0	1987702	1989057	2366769	2365414	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2550014	2551369	2365414	2366769	0.0	2505
R00000039	R00000039	100.00	1356	0	0	3551230	3552585	2431471	2430116	0.0	2505
R00000039	R00000039	100.00	1356	0	0	2365414	2366769	2431471	2430116	0.0	2505
